                                          ARCOS 3 - REPORT 1                                                   Run Date: 12/04/2014
                    RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                              REPORTING PERIOD: 01/01/2011 TO 12/31/2011

DRUG CODE:                             1100 DRUG NAME:            AMPHETAMINE
STATE:             ALABAMA

ZIP CODE           QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   928                  4,857.45        5,605.43           5,157.73     5,734.81         21,355.42
                   930                  4,150.57        4,391.73           4,306.82     3,970.45         16,819.57
                   931                  2,828.35        3,020.71           2,689.61     2,747.59         11,286.26
                   932                  1,395.49        1,437.60           1,379.60     1,402.37          5,615.06
                   933                  1,499.97        1,568.60           1,523.72     1,545.27          6,137.56
                   934                  2,213.93        2,552.93           2,314.39     2,267.58          9,348.83
                   935                  1,681.48        1,730.45           1,729.22     1,696.98          6,838.13
                   936                  1,273.77        1,272.23           1,338.25     1,357.89          5,242.14
                                                ARCOS 3 - REPORT 1                                     Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                   937                  1,891.09         2,017.02          2,010.42      2,089.33         8,007.86
                   939                  1,182.70         1,264.76             1,346      1,420.45         5,213.91
                   940                  3,382.05         3,651.55          3,902.30      3,856.51        14,792.41
                   941                  6,502.97         6,756.64          6,663.17      7,857.50        27,780.28
                   943                    709.16           758.27            688.97        808.75         2,965.15
                   944                    640.56           635.14            770.02        783.09         2,828.81
                   945                  9,794.96        10,914.02         10,976.28     10,959.20        42,644.46
                   946                  1,691.28         2,057.03          1,792.92      1,920.66         7,461.89
                   947                    896.88           909.63            998.33      1,030.89         3,835.73
                   948                      321            410.54             339.4         436.6         1,507.54
                   949                  3,037.03         3,262.06          2,940.87      3,204.14        12,444.10
                   950                  4,391.36         4,692.57          4,759.32      5,175.89        19,019.14
                   951                  2,371.95         2,513.41          2,710.80      2,588.22        10,184.38
                   952                  1,392.14         1,575.73          1,609.47      1,498.81         6,076.15
                   953                  4,066.08         4,237.39          4,012.25      4,353.86        16,669.58
                   954                  2,628.50         2,970.25          3,160.22      2,977.36        11,736.33
                   955                    898.09           859.55            934.08        809.97         3,501.69
                   956                  7,763.32         8,345.15          8,698.23      8,094.92        32,901.62
                   957                  1,307.89         1,566.62          1,437.68      1,565.29         5,877.48
                   958                  3,379.55         3,705.07          3,705.84      3,748.09        14,538.55
                   959                  3,751.13         4,059.12          3,718.12      3,798.02        15,326.39
                   960                  1,117.40         1,145.09          1,257.02      1,143.75         4,663.26
                   961                    450.85           490.68            481.81        504.14         1,927.48
TOTAL                                 178,918.89       198,371.45        187,007.63    193,181.40       757,479.37


DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:                 COLORADO

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   800                  7,041.73        7,662.33           7,418.58     7,719.94         29,842.58
                   801                  7,135.84        7,664.69           7,394.34     7,243.22         29,438.09
                   802                  8,959.89        9,636.03           9,026.47     9,070.86         36,693.25
                   803                  2,311.95        2,440.43           2,173.53     2,252.85          9,178.76
                   804                  1,724.11        1,824.83           1,822.89     1,683.04          7,054.87
                   805                  4,033.40        4,189.94           4,145.33     4,485.63         16,854.30
                   806                  1,179.45        1,192.60           1,250.18     1,199.47          4,821.70
                   807                    183.74          206.94             200.05       238.75            829.48
                   808                    569.35          701.78             641.34       603.93          2,516.40
                   809                  3,737.56        4,199.41           4,079.99     3,966.37         15,983.33
                   810                    568.25           673.1             633.62       664.94          2,539.91
                   811                    113.69          120.81             127.27        128.9            490.67
                   812                    373.94          341.36             325.61       277.72          1,318.63
                   813                    374.11          430.07             399.82       379.42          1,583.42
                   814                    307.88          355.71             328.54       312.72          1,304.85
                   815                    868.21        1,013.20              939.4       875.54          3,696.35
                   816                  1,235.64        1,246.63           1,296.75     1,079.42          4,858.44
TOTAL                                  40,718.74       43,899.86          42,203.71    42,182.72        169,005.03
                                        ARCOS 3 - REPORT 1                                       Run Date: 12/04/2014
                  RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                            REPORTING PERIOD: 01/01/2011 TO 12/31/2011

STATE:           CONNECTICUT

ZIP CODE         QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
            60                    5,086.68        5,900.86           5,396.59     5,244.86         21,628.99
            61                    1,839.11        1,997.88           2,005.63     1,915.35          7,757.97
            62                    1,140.67        1,238.19           1,187.51     1,164.36          4,730.73
            63                    3,029.34        3,524.87           3,366.23     3,133.40         13,053.84
            64                    6,577.47        7,953.30           7,352.54     6,890.39         28,773.70
            65                    2,005.28        2,156.84           2,083.34     1,990.36          8,235.82
            66                      755.58          853.54             842.61       763.03          3,214.76
            67                    1,972.04        2,321.58           2,041.68     2,075.02          8,410.32
            68                    5,910.56        6,504.05           6,083.89     6,090.09         24,588.59
            69                      834.36          944.13             958.94       868.21          3,605.64
TOTAL                            29,151.09       33,395.24          31,318.96    30,135.07        124,000.36
STATE:           DELAWARE

ZIP CODE         QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
           197                    6,898.45        7,628.11           6,449.11     6,997.24         27,972.91
           198                    5,177.37        5,381.16           4,758.46     5,447.27         20,764.26
           199                    4,517.48        4,939.09           4,230.32     4,910.99         18,597.88

TOTAL                            16,593.30     17,948.36          15,437.89    17,355.50         67,335.05
STATE:           DISTRICT OF COLUMBIA
ZIP CODE         QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS

           200                    6,012.88         6,938.25          6,309.12      5,948.02        25,208.27
           203                      181.82           163.47            100.43         61.16           506.88
           204                       99.07           140.55            121.01        180.26           540.89

TOTAL                             6,293.77         7,242.27          6,530.56      6,189.44        26,256.04
STATE:           FLORIDA
ZIP CODE         QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
           320                    4,550.03        4,777.61           4,415.90     4,580.86         18,324.40
           321                    3,625.84        4,093.22           3,708.29     3,997.14         15,424.49
           322                   10,470.73       11,540.67          10,588.39    11,462.50         44,062.29
           323                    6,405.55        6,728.53           6,271.74     6,298.56         25,704.38
           324                    3,716.80        4,172.70           3,706.90     3,812.76         15,409.16
           325                   10,876.59       11,378.89          10,648.60    10,236.61         43,140.69
           326                    3,447.65        3,547.01           2,934.30     3,246.43         13,175.39
           327                    9,971.71       10,733.16           9,641.93    10,348.64         40,695.44
           328                    7,967.09        8,514.77           7,800.12     7,975.92         32,257.90
           329                    7,110.20        7,591.68           7,170.49     7,655.14         29,527.51
           330                   11,018.35       14,556.25          11,781.01       12,497         49,852.61
           331                    8,118.02        8,507.45           7,400.89     7,803.20         31,829.56
           333                    6,272.99        6,640.46           5,735.62     6,180.56         24,829.63
           334                   12,168.53       13,573.82          11,717.88    12,870.22         50,330.45
           335                    4,599.31        5,179.58           4,607.72     4,845.52         19,232.13
           336                    7,605.19        7,854.15           7,159.88     7,397.16         30,016.38
           337                    6,483.41        7,154.87           6,349.30     6,511.70         26,499.28
           338                    4,141.41        4,354.39           3,950.52     3,847.53         16,293.85
           339                    7,114.82        8,039.16           6,832.50     6,982.03         28,968.51
           341                    3,830.12        3,905.99           3,335.35     3,673.19         14,744.65
           342                    6,478.77        6,809.08           5,937.20     6,069.52         25,294.57
                                                ARCOS 3 - REPORT 1                                             Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:FLORIDA

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   344                  2,145.95        2,280.16           2,014.21      2,239.81          8,680.13
                   346                  4,575.98        4,847.48           4,432.13      4,384.22         18,239.81
                   347                  3,955.87        4,377.99           3,959.45      4,699.23         16,992.54
                   349                  3,593.52        3,909.19           3,420.89      4,006.81         14,930.41
TOTAL                                 160,244.43      175,068.26        155,521.21     163,622.26        654,456.16
STATE:                   GEORGIA

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   300                 22,029.19       24,478.67          21,934.14     20,811.60         89,253.60
                   301                 12,456.26       13,610.88          12,906.41     12,505.45            51,479
                   302                  7,560.92        8,183.61           7,660.41      7,650.60         31,055.54
                   303                 11,161.07       13,115.70          11,661.39     11,021.67         46,959.83
                   304                  3,626.14        3,415.34           3,396.30      3,190.66         13,628.44
                   305                  6,635.57        7,312.27           7,095.11         6,338         27,380.95
                   306                  4,465.33        5,142.63           4,736.05      4,682.85         19,026.86
                   307                  4,496.80        4,497.73           4,489.41      4,533.47         18,017.41
                   308                  2,187.50        2,153.49           2,306.68      1,982.94          8,630.61
                   309                  3,350.12        3,572.49           3,448.24      3,432.41         13,803.26
                   310                  4,242.25        4,659.53           4,363.39      4,216.86         17,482.03
                   312                  1,790.21        1,973.60           1,730.91      1,789.96          7,284.68
                   313                  2,114.32        2,723.09           2,738.29      2,684.33         10,260.03
                   314                  2,978.55        3,606.72           3,084.22      2,983.68         12,653.17
                   315                  3,661.97        3,743.71           3,824.38      3,720.94            14,951
                   316                  1,899.30        2,181.46              1,949      1,789.79          7,819.55
                   317                  3,880.52        3,957.52           4,056.33      3,710.63            15,605
                   318                     360.1          380.38             336.39        313.51          1,390.38
                   319                  4,180.60        4,439.92           4,524.04      3,959.31         17,103.87
                   398                    824.64          804.76             822.43        797.33          3,249.16
TOTAL                                 103,901.36      113,953.50        107,063.52     102,115.99        427,034.37
STATE:                   GUAM

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3                 QUARTER 4    TOTAL GRAMS
                   969                    417.51          252.85                 253.78          392.55          1,316.69
TOTAL                                     417.51          252.85                 253.78          392.55          1,316.69

STATE:                   HAWAII
ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   967                  2,525.59        2,697.28           2,799.18     2,690.97         10,713.02
                   968                  2,281.57        2,159.46           2,303.27     2,272.80          9,017.10

TOTAL                                   4,807.16         4,856.74               5,102.45        4,963.77          19,730.12
STATE:                   IDAHO
ZIP CODE                 QUARTER 1                 QUARTER 2        QUARTER 3              QUARTER 4       TOTAL GRAMS

                   832                    695.75           768.21                 782.78          812.18           3,058.92
                   833                  1,151.24         1,294.01               1,303.49        1,129.07           4,877.81
                   834                  1,896.06         2,131.34               1,854.98        2,104.36           7,986.74
                   835                    216.82           266.65                 202.37          204.89             890.73
                   836                  3,127.31         3,559.44               3,389.56        3,540.85          13,617.16
                   837                  3,558.98         4,372.58               3,874.90        4,244.43          16,050.89
                   838                    957.86         1,117.35                 966.21        1,022.43           4,063.85

TOTAL                                  11,604.02        13,509.58           12,374.29          13,058.21          50,546.10
STATE:                   ILLINOIS
ZIP CODE                 QUARTER 1                 QUARTER 2        QUARTER 3              QUARTER 4       TOTAL GRAMS

                   600                 24,549.18        34,437.99           22,958.98          22,443.76         104,389.91
                                                ARCOS 3 - REPORT 1                                     Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                   601                  9,808.58        10,951.75         10,188.55     11,278.95        42,227.83
                   602                    894.43         1,013.95            953.26        822.12         3,683.76
                   603                     590.4            689.9            633.54        639.69         2,553.53
                   604                  7,700.38         8,831.46          8,044.30      8,862.57        33,438.71
                   605                  8,123.98         8,939.66          8,265.55      9,249.63        34,578.82
                   606                 15,587.40        17,426.34         15,816.04     18,449.64        67,279.42
                   607                    944.83         1,056.43          1,059.38      1,135.31         4,195.95
                   608                    321.94           311.55            322.07        340.34         1,295.90
                   609                  1,203.38         1,166.22          1,155.36      1,116.28         4,641.24
                   610                  2,278.63         2,253.36          2,112.56      2,087.81         8,732.36
                   611                  2,405.89         2,510.81          2,342.25      2,455.79         9,714.74
                   612                  1,954.83         1,854.43          1,837.22      2,021.24         7,667.72
                   613                  1,423.77         1,303.37          1,220.24      1,359.01         5,306.39
                   614                  1,223.03         1,200.84          1,056.39      1,269.88         4,750.14
                   615                  1,861.07         1,921.04          1,695.57      1,854.81         7,332.49
                   616                  2,464.18         2,546.96          2,338.44      2,560.94         9,910.52


DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:ILLINOIS

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   617                  2,111.63        2,187.51           1,985.34     2,090.30          8,374.78
                   618                  2,599.33        2,658.24           2,543.86     2,528.59         10,330.02
                   619                  1,037.59        1,034.60             974.98       923.63          3,970.80
                   620                  1,961.89        2,051.99           1,997.79     2,116.16          8,127.83
                   622                  3,158.75        3,424.92           3,303.78     3,597.25         13,484.70
                   623                  1,431.93        1,454.44           1,364.04     1,312.81          5,563.22
                   624                  1,010.61          964.84             947.89     1,058.20          3,981.54
                   625                  1,453.51        1,537.16           1,439.12     1,509.90          5,939.69
                   626                    999.62          968.86             920.76     1,069.80          3,959.04
                   627                  1,454.87        1,696.11           1,483.40     1,575.30          6,209.68
                   628                  1,547.53        1,532.03           1,555.23     1,504.13          6,138.92
                   629                  2,425.82        2,352.03           2,296.98     2,353.49          9,428.32

TOTAL                                 104,528.98       120,278.79        102,812.87    109,587.33       437,207.97
STATE:                   INDIANA
ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   460                  8,188.71        9,328.07           8,469.86     8,007.19         33,993.83
                   461                  4,726.26        5,153.12           4,850.77     4,676.12         19,406.27
                   462                 10,567.33       11,521.09          10,767.73    10,537.48         43,393.63
                   463                     5,350        5,880.91           5,406.38     5,835.21         22,472.50
                   464                    655.23          688.75             742.42       728.12          2,814.52
                   465                 10,581.60       11,504.81          10,404.22    10,628.26         43,118.89
                   466                  2,464.48        2,879.60           2,510.71     2,674.32         10,529.11
                   467                  1,833.97        2,177.67           2,026.86     1,840.30          7,878.80
                   468                  3,137.60        3,406.50           3,048.81     3,512.96         13,105.87
                   469                  4,062.10        4,356.39           3,991.90     3,737.81         16,148.20
                   470                    763.64          882.96             883.03       886.67          3,416.30
                   471                  3,280.30        3,446.24           3,286.47     3,593.42         13,606.43
                   472                  1,162.47        1,458.61           1,222.63     1,229.46          5,073.17
                   473                  3,683.06        4,139.94           3,672.26     3,652.71         15,147.97
                   474                  2,979.93        3,299.42           2,936.89     2,675.58         11,891.82
                   475                  1,689.57        1,783.08           1,652.67     1,634.59          6,759.91
                   476                  1,870.86        1,899.03           1,947.97     1,914.65          7,632.51
                   477                  3,843.66        4,079.05           4,131.45     4,133.58         16,187.74
                   478                  1,473.19        1,548.21           1,547.23     1,529.69          6,098.32
                   479                  4,630.48        5,093.97           4,787.65     5,016.71         19,528.81

TOTAL                                  76,944.44        84,527.42         78,287.91     78,444.83       318,204.60
STATE:                   IOWA
                                                ARCOS 3 - REPORT 1                                     Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   500                  1,975.81        2,056.67           2,021.87     2,217.22          8,271.57
                   501                  1,422.87        1,444.56           1,306.39     1,452.82          5,626.64
                   502                  1,793.71        2,065.24           2,026.09     2,036.27          7,921.31
                   503                  3,452.77        3,671.32           3,488.97     3,813.67         14,426.73
                   504                    495.94          543.65             568.43       582.96          2,190.98
                   505                     1,149        1,138.42           1,092.48     1,086.13          4,466.03
                   506                    985.22          976.53             867.03        972.7          3,801.48
                   507                     609.5           679.8             610.92       666.36          2,566.58
                   508                    177.88          189.71             174.06       176.05             717.7
                   510                    730.54          809.65             838.33       741.84          3,120.36
                   511                  1,934.52        1,934.55           1,973.12     1,952.29          7,794.48
                   512                    280.33          386.01             323.18       361.65          1,351.17
                   513                    832.66          803.62             811.52       723.14          3,170.94
                   514                    329.34          309.35             296.16       297.15             1,232
                   515                  1,249.39        1,386.60           1,158.95     1,182.64          4,977.58
                   516                    127.97          148.84             142.53       195.99            615.33
                   520                  1,807.77        1,667.43           1,739.28     1,877.17          7,091.65
                   521                    316.49          354.29             363.66       366.58          1,401.02
                   522                  3,505.66        3,558.33           3,369.12     3,556.21         13,989.32
                   523                  1,305.22        1,440.33           1,340.44     1,388.03          5,474.02
                   524                  2,812.15        3,055.77           2,850.36     2,797.90         11,516.18
                   525                    808.61          905.55              788.4       830.66          3,333.22
                   526                  1,259.73        1,360.28           1,219.84     1,263.01          5,102.86
                   527                  2,302.89        2,503.06           2,291.07     2,346.82          9,443.84
                   528                  1,394.02        1,517.86           1,443.26     1,496.89          5,852.03
TOTAL                                  33,059.99       34,907.42          33,105.46    34,382.15        135,455.02
STATE:                   KANSAS

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3         QUARTER 4     TOTAL GRAMS


DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:KANSAS

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   660                  7,815.60        8,528.52           7,854.32     8,094.32         32,292.76
                   661                    909.52        1,048.43             912.51       846.74          3,717.20
                   662                  9,433.25       11,295.49          10,160.82     9,257.94         40,147.50
                   664                    852.89          852.98             923.32     1,023.55          3,652.74
                   665                  1,086.03        1,217.77           1,148.38     1,352.15          4,804.33
                   666                  3,268.08        3,265.01           3,008.69        3,140         12,681.78
                   667                     983.2        1,133.67             972.13     1,094.27          4,183.27
                   668                    418.27          419.74             366.42       326.77          1,531.20
                   669                     70.21           69.92               87.6        71.09            298.82
                   670                  1,048.38        1,173.88           1,086.31     1,199.40          4,507.97
                   671                    559.15             627             558.88       571.24          2,316.27
                   672                  3,831.49        4,256.90           3,804.52     4,420.34         16,313.25
                   673                    618.93          677.76             590.36       607.01          2,494.06
                                        ARCOS 3 - REPORT 1                                            Run Date: 12/04/2014
                  RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                            REPORTING PERIOD: 01/01/2011 TO 12/31/2011

           674                    763.44          947.61                841.43          881.91            3,434.39
           675                    730.32          868.94                758.22          835.31            3,192.79
           676                    342.05          377.68                350.06          402.36            1,472.15
           677                     300.3          299.04                302.09          298.69            1,200.12
           678                    401.38          443.47                378.72          336.42            1,559.99
           679                    113.96          136.65                117.42          141.96              509.99

TOTAL                          33,546.45       37,640.46           34,222.20          34,901.47         140,310.58
STATE:           KENTUCKY
ZIP CODE         QUARTER 1                 QUARTER 2       QUARTER 3              QUARTER 4       TOTAL GRAMS

           400                  2,185.94        2,298.10               2,311.42        2,459.64           9,255.10
           401                  1,023.62           1,223               1,259.53        1,025.92           4,532.07
           402                  9,935.51       10,338.62               9,652.15       10,410.35          40,336.63
           403                  2,285.53        2,304.66               2,308.84        2,518.76           9,417.79
           404                  1,001.76        1,043.27               1,018.42        1,140.19           4,203.64
           405                  3,939.30        3,959.93               3,761.34        4,079.16          15,739.73
           406                    366.03          383.05                 360.07          380.57           1,489.72
           407                    326.24          323.63                 291.04          311.72           1,252.63
           408                     95.72           98.26                  85.47          111.07             390.52
           409                    154.48          143.59                  157.1          127.12             582.29
           410                  5,520.33        5,782.53               5,528.89        6,018.33          22,850.08
           411                    835.69          994.43                 888.99        1,013.42           3,732.53
           412                    188.61          201.91                 162.46          206.22              759.2
           413                     95.52          105.96                 106.38          121.01             428.87
           414                     76.91           75.36                  84.79           99.53             336.59
           415                    221.86          185.35                 224.16          259.92             891.29
           416                    153.36           170.8                 145.89          169.58             639.63
           417                     95.16          107.79                 127.78           97.42             428.15
           418                     20.58           32.83                  34.43           43.95             131.79
           420                  3,127.15        3,131.64               3,158.17        3,030.45          12,447.41
           421                  1,351.09        1,425.39               1,589.52        1,667.83           6,033.83
           422                  1,658.04        1,470.61               1,884.54        1,744.99           6,758.18
           423                  2,864.82        2,944.88               2,746.15        2,695.65          11,251.50
           424                  2,890.09        2,729.54               2,721.25        2,838.95          11,179.83
           425                    250.62          247.25                 235.06          279.01           1,011.94
           426                    211.58          223.72                 226.44          216.03             877.77
           427                  1,588.51        1,524.87               1,628.35        1,709.62           6,451.35

TOTAL                          42,464.05       43,470.97           42,698.63          44,776.41         173,410.06
STATE:           LOUISIANA
ZIP CODE         QUARTER 1                 QUARTER 2       QUARTER 3              QUARTER 4       TOTAL GRAMS

           700                 10,132.60       10,700.84           10,593.58          10,508.02          41,935.04
           701                  4,489.13        4,635.07            4,247.35           4,581.03          17,952.58
